Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering
09:24:25,2026-01-10,ACC-S01716,ACC-R00181,205.83,EUR,JPY,India,Brazil,ACH,0
09:26:58,2026-01-10,ACC-S01636,ACC-R01317,1442.13,GBP,GBP,Australia,Canada,Credit Card,0
09:32:06,2026-01-10,ACC-S00090,ACC-R00009,370.06,GBP,GBP,Canada,Brazil,Wire,0
09:35:11,2026-01-10,BAD-VEL013,ACC-R01988,3633.58,CAD,AUD,Brazil,Switzerland,Wire,1
09:37:21,2026-01-10,ACC-S00637,ACC-R00094,185.48,EUR,EUR,Switzerland,Germany,Cash Transfer,0
09:44:43,2026-01-10,ACC-S00725,ACC-R01900,295.23,AUD,AUD,Brazil,Switzerland,Wire,0
09:44:45,2026-01-10,ACC-S00137,ACC-R01396,173.17,CAD,CAD,United Kingdom,Australia,Cheque,0
09:44:55,2026-01-10,ACC-S01258,ACC-R01764,334.03,AUD,AUD,France,Switzerland,Credit Card,0
09:49:13,2026-01-10,ACC-S01804,ACC-R00320,294.51,GBP,GBP,Switzerland,United States,Cheque,0
09:50:38,2026-01-10,ACC-S00352,ACC-R01324,2022.85,USD,USD,India,Germany,Cash Transfer,0
09:55:25,2026-01-10,ACC-S01902,ACC-R00709,826.49,CAD,CAD,Switzerland,Australia,Credit Card,0
09:55:32,2026-01-10,ACC-S01016,ACC-R01979,326.37,JPY,JPY,India,Australia,Cheque,0
09:58:29,2026-01-10,ACC-S01213,ACC-R01635,294.07,EUR,EUR,Canada,Brazil,Credit Card,0
10:06:46,2026-01-10,ACC-S00067,ACC-R01318,416.39,JPY,JPY,United Kingdom,United States,Cheque,0
10:08:29,2026-01-10,ACC-S01029,ACC-R00038,716.64,GBP,GBP,Singapore,Brazil,Debit Card,0
10:08:44,2026-01-10,ACC-S00099,ACC-R01695,1751.66,EUR,EUR,Australia,Germany,Cash Transfer,0
10:11:32,2026-01-10,ACC-S01717,ACC-R00255,520.91,GBP,GBP,Canada,Singapore,Credit Card,0
10:13:15,2026-01-10,ACC-S00449,ACC-R00983,355.71,AUD,AUD,Germany,Canada,Cash Transfer,0
10:16:40,2026-01-10,ACC-S01216,ACC-R01578,677.78,EUR,EUR,India,Switzerland,Wire,0
10:19:03,2026-01-10,ACC-S01653,ACC-R01853,289.33,GBP,GBP,Japan,Brazil,Debit Card,0
10:21:31,2026-01-10,ACC-S00028,ACC-R00940,1242.34,CAD,CAD,Singapore,United States,Credit Card,0
10:22:09,2026-01-10,ACC-S01945,ACC-R00933,1485.94,JPY,JPY,United Kingdom,France,Credit Card,0
10:25:51,2026-01-10,ACC-S01116,ACC-R01733,361.93,USD,USD,Australia,Switzerland,Debit Card,0
10:30:39,2026-01-10,ACC-S00287,ACC-R00446,1007.26,JPY,JPY,Japan,India,Cash Transfer,0
10:33:55,2026-01-10,ACC-S01115,ACC-R00205,296.52,GBP,GBP,Australia,India,Credit Card,0
10:38:16,2026-01-10,ACC-S01723,ACC-R00101,251.1,AUD,EUR,United Kingdom,India,Cheque,0
10:39:42,2026-01-10,ACC-S00336,ACC-R01435,217.93,EUR,EUR,Brazil,Japan,Debit Card,0
10:44:51,2026-01-10,ACC-S00644,ACC-R00317,802.14,USD,GBP,France,Singapore,Wire,0
10:46:18,2026-01-10,ACC-S01378,ACC-R00335,1500.79,GBP,GBP,Canada,Brazil,Credit Card,0
10:46:36,2026-01-10,ACC-S00817,ACC-R00825,183.35,USD,USD,Switzerland,Singapore,Debit Card,0
10:48:26,2026-01-10,ACC-S00080,ACC-R00389,140.63,USD,USD,India,United States,Credit Card,0
10:48:29,2026-01-10,ACC-S00420,ACC-R01490,524.8,JPY,JPY,Switzerland,France,ACH,0
10:51:24,2026-01-10,ACC-S01650,ACC-R00937,2975.57,EUR,EUR,Japan,Japan,ACH,0
10:55:23,2026-01-10,ACC-S00017,ACC-R01626,1753.07,AUD,AUD,France,France,Wire,0
10:55:32,2026-01-10,ACC-S00656,ACC-R00638,1923.62,GBP,JPY,Brazil,India,Wire,0
10:56:48,2026-01-10,ACC-S00679,ACC-R01642,85.23,USD,USD,India,Singapore,ACH,0
10:57:13,2026-01-10,ACC-S01005,ACC-R00877,720.39,AUD,USD,Brazil,Germany,Debit Card,0
11:03:10,2026-01-10,ACC-S00886,ACC-R00487,374.19,USD,USD,United Kingdom,Canada,Credit Card,0
11:04:31,2026-01-10,ACC-S00802,ACC-R01361,255.41,JPY,JPY,India,United States,ACH,0
11:05:03,2026-01-10,ACC-S00193,ACC-R00161,1784.74,GBP,GBP,Germany,Singapore,Cash Transfer,0
11:06:26,2026-01-10,ACC-S01414,ACC-R00189,329.35,CAD,AUD,Germany,India,Credit Card,0
11:06:28,2026-01-10,ACC-S00849,ACC-R00212,1717.65,AUD,AUD,Singapore,Japan,Cheque,0
11:07:28,2026-01-10,ACC-S00034,ACC-R01712,2034.29,EUR,EUR,Australia,Brazil,Wire,0
11:11:29,2026-01-10,BAD-VEL013,ACC-R01988,794.82,USD,USD,Brazil,Switzerland,Wire,1
11:12:55,2026-01-10,ACC-S00346,ACC-R01948,413.21,USD,USD,India,Brazil,Credit Card,0
11:13:06,2026-01-10,ACC-S00863,ACC-R00957,809.93,AUD,AUD,Canada,Australia,ACH,0
11:13:45,2026-01-10,ACC-S01143,ACC-R01198,861.45,EUR,EUR,Singapore,United Kingdom,Cash Transfer,0
11:14:01,2026-01-10,ACC-S01503,ACC-R00481,196.48,USD,USD,Japan,Japan,Credit Card,0
11:16:30,2026-01-10,ACC-S00071,ACC-R01817,1341.79,JPY,JPY,India,France,Cash Transfer,0
11:17:24,2026-01-10,ACC-S01532,ACC-R01397,2182.33,CAD,CAD,United Kingdom,Japan,Debit Card,0
11:18:52,2026-01-10,ACC-S00152,ACC-R00893,1096.61,GBP,GBP,Australia,Singapore,ACH,0
11:24:06,2026-01-10,ACC-S01932,ACC-R00804,45.54,JPY,JPY,Japan,Singapore,Cheque,0
11:24:10,2026-01-10,ACC-S00803,ACC-R01700,518.88,EUR,EUR,Japan,Canada,Cheque,0
11:24:35,2026-01-10,ACC-S01009,ACC-R00433,922.12,CAD,CAD,Switzerland,India,Cash Transfer,0
11:32:41,2026-01-10,ACC-S00410,ACC-R00611,457.61,CAD,CAD,United States,United Kingdom,ACH,0
11:33:30,2026-01-10,ACC-S01728,ACC-R00288,401.71,CAD,CAD,United States,United Kingdom,Cash Transfer,0
11:34:39,2026-01-10,ACC-S00597,ACC-R01190,427.16,AUD,AUD,Germany,Brazil,Wire,0
11:36:05,2026-01-10,ACC-S01882,ACC-R01749,472.74,GBP,GBP,Switzerland,France,Wire,0
11:40:54,2026-01-10,ACC-S00976,ACC-R01782,612.67,USD,USD,Brazil,United States,Cash Transfer,0
11:44:50,2026-01-10,ACC-S01496,ACC-R00526,2321.52,JPY,JPY,Germany,Switzerland,Cheque,0
11:48:14,2026-01-10,ACC-S01060,ACC-R00672,1055.3,USD,USD,Germany,United States,Credit Card,0
11:51:42,2026-01-10,ACC-S00735,ACC-R00858,408.56,USD,USD,Canada,Japan,Cash Transfer,0
11:53:32,2026-01-10,ACC-S01301,ACC-R00591,602.84,CAD,CAD,India,United States,Cash Transfer,0
11:54:40,2026-01-10,ACC-S00138,ACC-R01205,883.79,CAD,CAD,Japan,Australia,Debit Card,0
11:56:14,2026-01-10,ACC-S00244,ACC-R01002,245.71,GBP,GBP,France,Switzerland,Cheque,0
11:56:49,2026-01-10,ACC-S01231,ACC-R00197,1445.53,USD,USD,Singapore,Singapore,Debit Card,0
11:59:18,2026-01-10,ACC-S00439,ACC-R01043,972.3,USD,USD,India,United States,Wire,0
12:00:23,2026-01-10,ACC-S01271,ACC-R01935,1886.28,GBP,GBP,United States,Germany,Cheque,0
12:01:33,2026-01-10,ACC-S01925,ACC-R00764,1679.16,JPY,JPY,United States,France,Credit Card,0
12:10:15,2026-01-10,ACC-S00491,ACC-R01928,159.77,EUR,EUR,Canada,Canada,Cheque,0
12:12:02,2026-01-10,ACC-S00688,ACC-R01432,1011.71,AUD,AUD,Brazil,Canada,ACH,0
12:14:47,2026-01-10,ACC-S01055,ACC-R00873,1064.15,CAD,USD,Singapore,India,ACH,0
12:15:25,2026-01-10,ACC-S01923,ACC-R01529,724.93,EUR,EUR,United States,France,Debit Card,0
12:15:34,2026-01-10,ACC-S00534,ACC-R01631,642.5,CAD,CAD,Japan,Singapore,ACH,0
12:21:52,2026-01-10,ACC-S00949,ACC-R01870,294.14,AUD,AUD,Singapore,Canada,Cheque,0
12:25:27,2026-01-10,ACC-S01923,ACC-R01258,750.12,EUR,EUR,United States,Brazil,Credit Card,0
12:31:44,2026-01-10,ACC-S00968,ACC-R00291,3164.86,GBP,GBP,India,Brazil,Debit Card,0
12:31:49,2026-01-10,ACC-S01961,ACC-R00079,813.45,USD,USD,Brazil,Canada,Cheque,0
12:32:49,2026-01-10,ACC-S00411,ACC-R00167,541.98,JPY,JPY,United States,Singapore,Credit Card,0
12:33:25,2026-01-10,ACC-S01369,ACC-R01495,405.33,CAD,CAD,Australia,United States,Credit Card,0
12:36:24,2026-01-10,ACC-S00003,ACC-R00906,1473.75,AUD,AUD,United States,India,Credit Card,0
12:40:17,2026-01-10,BAD-VEL013,ACC-R01988,1769.4,GBP,GBP,Brazil,Switzerland,Wire,1
12:42:04,2026-01-10,ACC-S00151,ACC-R01697,667.31,JPY,JPY,India,United Kingdom,ACH,0
12:50:00,2026-01-10,ACC-S00144,ACC-R01953,349.4,CAD,CAD,Switzerland,Germany,Cheque,0
12:51:31,2026-01-10,ACC-S00608,ACC-R01151,1157.94,JPY,JPY,Switzerland,France,Cash Transfer,0
12:57:06,2026-01-10,ACC-S01401,ACC-R00996,1586.47,AUD,AUD,Australia,United Kingdom,Cheque,0
12:57:38,2026-01-10,ACC-S01242,ACC-R00477,761.37,JPY,JPY,Canada,Singapore,Debit Card,0
13:00:38,2026-01-10,ACC-S01034,ACC-R00985,330.12,USD,USD,United States,India,Wire,0
13:01:03,2026-01-10,BAD-VEL013,ACC-R01988,3616.4,GBP,JPY,Brazil,Switzerland,Wire,1
13:01:59,2026-01-10,ACC-S00563,ACC-R01780,108.93,EUR,EUR,Canada,Germany,Debit Card,0
13:10:33,2026-01-10,ACC-S00780,ACC-R01112,57.9,JPY,JPY,Germany,Singapore,Wire,0
13:16:39,2026-01-10,ACC-S01948,ACC-R01274,57.97,JPY,JPY,Switzerland,Switzerland,Cheque,0
13:17:10,2026-01-10,ACC-S01763,ACC-R01358,69.91,AUD,AUD,Switzerland,Singapore,Debit Card,0
13:20:33,2026-01-10,ACC-S00196,ACC-R00418,618.85,USD,USD,Switzerland,United Kingdom,Wire,0
13:20:56,2026-01-10,ACC-S00545,ACC-R00033,659.06,EUR,EUR,Canada,United States,Cheque,0
13:22:56,2026-01-10,ACC-S01354,ACC-R00306,1379.06,JPY,AUD,Brazil,Brazil,Wire,0
13:23:03,2026-01-10,ACC-S00571,ACC-R01668,1354.32,USD,USD,India,Brazil,Credit Card,0
13:23:35,2026-01-10,ACC-S00323,ACC-R01420,521.8,USD,USD,Germany,Canada,Wire,0
13:26:44,2026-01-10,ACC-S01332,ACC-R00312,126.57,AUD,AUD,India,United States,Wire,0
13:33:45,2026-01-10,ACC-S00613,ACC-R00510,1145.71,EUR,USD,Brazil,Japan,Cheque,0
13:43:48,2026-01-10,ACC-S01724,ACC-R00513,825.24,AUD,CAD,Canada,Japan,Credit Card,0
13:49:49,2026-01-10,ACC-S01688,ACC-R01720,184.43,JPY,JPY,Germany,Canada,Wire,0
13:50:20,2026-01-10,ACC-S01941,ACC-R01057,1028.48,USD,USD,India,Japan,ACH,0
13:50:31,2026-01-10,ACC-S00889,ACC-R00661,101.96,GBP,GBP,Canada,Brazil,Debit Card,0
13:50:58,2026-01-10,BAD-VEL013,ACC-R01988,1676.76,CAD,CAD,Brazil,Switzerland,Wire,1
13:51:17,2026-01-10,ACC-S00215,ACC-R01880,704.36,JPY,JPY,France,Japan,Cash Transfer,0
13:52:52,2026-01-10,ACC-S00141,ACC-R00619,218.75,EUR,EUR,Singapore,Canada,Debit Card,0
13:53:09,2026-01-10,ACC-S00862,ACC-R01731,1928.07,AUD,AUD,Singapore,India,Wire,0
13:56:50,2026-01-10,ACC-S01988,ACC-R01163,564.05,AUD,USD,India,Japan,Credit Card,0
13:59:49,2026-01-10,ACC-S00244,ACC-R01299,153.0,EUR,EUR,France,Switzerland,ACH,0
14:04:03,2026-01-10,ACC-S01393,ACC-R01900,418.71,JPY,JPY,Brazil,Singapore,ACH,0
14:08:47,2026-01-10,ACC-S00443,ACC-R01794,596.3,CAD,CAD,Australia,United Kingdom,Cheque,0
14:10:25,2026-01-10,ACC-S01781,ACC-R00057,2864.72,CAD,CAD,United Kingdom,France,Debit Card,0
14:13:41,2026-01-10,ACC-S00504,ACC-R00142,428.28,CAD,CAD,France,India,ACH,0
14:18:11,2026-01-10,ACC-S01595,ACC-R01062,424.74,AUD,AUD,Japan,Germany,Credit Card,0
14:18:24,2026-01-10,ACC-S00707,ACC-R00502,389.12,USD,USD,Canada,Brazil,Wire,0
14:20:30,2026-01-10,ACC-S00870,ACC-R00182,838.81,EUR,EUR,Canada,France,Debit Card,0
14:25:04,2026-01-10,ACC-S01676,ACC-R00377,1786.09,EUR,EUR,Switzerland,United States,ACH,0
14:29:43,2026-01-10,ACC-S00202,ACC-R01043,325.98,EUR,EUR,France,Singapore,Debit Card,0
14:34:20,2026-01-10,ACC-S01628,ACC-R01805,605.14,JPY,JPY,Germany,Switzerland,Debit Card,0
14:34:49,2026-01-10,ACC-S01937,ACC-R01558,1048.89,AUD,AUD,United Kingdom,United Kingdom,Debit Card,0
14:40:08,2026-01-10,ACC-S00896,ACC-R00993,339.68,JPY,JPY,Canada,Canada,Cash Transfer,0
14:41:03,2026-01-10,ACC-S01279,ACC-R01310,266.25,AUD,CAD,Canada,United States,ACH,0
14:42:00,2026-01-10,ACC-S01716,ACC-R01115,57.07,JPY,JPY,India,Germany,Debit Card,0
14:42:48,2026-01-10,ACC-S01517,ACC-R00764,305.59,GBP,AUD,India,Germany,Credit Card,0
14:48:37,2026-01-10,ACC-S01573,ACC-R00641,555.0,JPY,JPY,Australia,Australia,Debit Card,0
14:50:33,2026-01-10,ACC-S01946,ACC-R01014,489.08,CAD,CAD,Singapore,Germany,Cash Transfer,0
14:51:27,2026-01-10,ACC-S00372,ACC-R00332,774.96,AUD,AUD,Australia,France,Wire,0
14:51:28,2026-01-10,ACC-S01600,ACC-R01473,1056.8,JPY,JPY,Australia,France,Credit Card,0
14:53:07,2026-01-10,ACC-S00735,ACC-R01808,1110.51,CAD,CAD,Canada,United Kingdom,Cash Transfer,0
14:55:54,2026-01-10,ACC-S00364,ACC-R01050,307.14,EUR,EUR,Switzerland,France,Credit Card,0
14:59:34,2026-01-10,ACC-S01076,ACC-R01802,1062.55,JPY,EUR,France,France,ACH,0
15:03:15,2026-01-10,ACC-S01815,ACC-R00877,77.03,EUR,EUR,Japan,Germany,Cash Transfer,0
15:04:06,2026-01-10,ACC-S00828,ACC-R01669,290.77,GBP,GBP,India,India,Cheque,0
15:08:01,2026-01-10,ACC-S00813,ACC-R01090,261.46,GBP,GBP,Australia,Japan,Wire,0
15:12:03,2026-01-10,ACC-S00572,ACC-R01119,372.42,GBP,GBP,Canada,Japan,Credit Card,0
15:19:54,2026-01-10,ACC-S00682,ACC-R01032,1106.82,EUR,EUR,Singapore,France,Credit Card,0
15:20:35,2026-01-10,ACC-S00631,ACC-R01198,1843.51,USD,USD,United Kingdom,India,Credit Card,0
15:21:13,2026-01-10,ACC-S00293,ACC-R01677,410.85,EUR,EUR,Germany,India,ACH,0
15:21:14,2026-01-10,ACC-S01152,ACC-R01896,754.31,EUR,EUR,United Kingdom,United States,ACH,0
15:22:52,2026-01-10,ACC-S00850,ACC-R00301,2053.54,EUR,EUR,Canada,United States,Wire,0
15:23:22,2026-01-10,ACC-S01191,ACC-R01065,139.52,CAD,CAD,Japan,Switzerland,Debit Card,0
15:23:38,2026-01-10,ACC-S01177,ACC-R01443,164.75,GBP,GBP,Japan,Germany,Debit Card,0
15:25:05,2026-01-10,ACC-S01609,ACC-R00354,681.08,EUR,EUR,India,Japan,Cash Transfer,0
15:31:38,2026-01-10,ACC-S01792,ACC-R01061,192.3,USD,USD,Brazil,Australia,Credit Card,0
15:33:06,2026-01-10,ACC-S01492,ACC-R00213,2213.67,CAD,CAD,Australia,Japan,Debit Card,0
15:34:30,2026-01-10,ACC-S00236,ACC-R01229,425.12,CAD,CAD,India,Germany,Debit Card,0
15:38:59,2026-01-10,ACC-S01772,ACC-R01387,863.77,USD,USD,Australia,Germany,Debit Card,0
15:40:42,2026-01-10,ACC-S00516,ACC-R00616,383.31,AUD,AUD,United Kingdom,France,Cash Transfer,0
15:48:22,2026-01-10,ACC-S01674,ACC-R00542,317.05,JPY,JPY,Germany,Germany,Cheque,0
15:49:31,2026-01-10,ACC-S01254,ACC-R00522,804.43,GBP,GBP,Canada,United States,Cheque,0
15:50:13,2026-01-10,ACC-S00326,ACC-R00377,2494.56,CAD,CAD,United Kingdom,Japan,Debit Card,0
15:50:35,2026-01-10,ACC-S00907,ACC-R00447,103.65,CAD,CAD,Germany,India,Debit Card,0
15:52:05,2026-01-10,ACC-S00652,ACC-R00148,343.0,GBP,GBP,United States,Australia,Cash Transfer,0
15:53:06,2026-01-10,BAD-VEL013,ACC-R01988,2445.61,CAD,CAD,Brazil,Switzerland,Wire,1
15:58:00,2026-01-10,ACC-S01165,ACC-R01170,1240.21,GBP,GBP,India,Singapore,Debit Card,0
15:58:12,2026-01-10,ACC-S01718,ACC-R01750,2601.04,JPY,JPY,Canada,Australia,Wire,0
15:59:36,2026-01-10,ACC-S00045,ACC-R01577,442.21,AUD,AUD,Brazil,United Kingdom,Wire,0
16:02:32,2026-01-10,ACC-S00276,ACC-R01520,995.94,AUD,AUD,United Kingdom,Japan,Debit Card,0
16:02:58,2026-01-10,ACC-S01893,ACC-R00149,1306.38,USD,USD,Japan,Canada,ACH,0
16:06:08,2026-01-10,ACC-S00852,ACC-R00934,203.84,GBP,GBP,Canada,France,Wire,0
16:06:50,2026-01-10,ACC-S01598,ACC-R01235,409.49,USD,USD,Switzerland,United States,ACH,0
16:07:18,2026-01-10,ACC-S01008,ACC-R01088,658.22,JPY,JPY,Singapore,Switzerland,Cheque,0
16:12:42,2026-01-10,ACC-S01890,ACC-R00809,839.44,USD,USD,Singapore,Singapore,Debit Card,0
16:18:16,2026-01-10,ACC-S00652,ACC-R01029,895.41,GBP,GBP,United States,France,Cash Transfer,0
16:20:09,2026-01-10,ACC-S00157,ACC-R00639,596.63,CAD,AUD,Singapore,Canada,Debit Card,0
16:24:47,2026-01-10,ACC-S00578,ACC-R00917,1268.24,AUD,AUD,France,United Kingdom,Debit Card,0
16:25:33,2026-01-10,ACC-S01736,ACC-R00616,835.67,CAD,CAD,Switzerland,Singapore,Credit Card,0
16:27:13,2026-01-10,ACC-S01850,ACC-R01603,1876.27,EUR,EUR,Australia,Australia,ACH,0
16:29:07,2026-01-10,ACC-S01085,ACC-R00275,331.49,AUD,AUD,Canada,United Kingdom,Credit Card,0
16:31:14,2026-01-10,ACC-S00641,ACC-R01548,309.17,JPY,JPY,France,India,Wire,0
16:37:37,2026-01-10,ACC-S00257,ACC-R01815,779.82,EUR,EUR,India,United States,Cash Transfer,0
16:44:13,2026-01-10,ACC-S01738,ACC-R00390,380.06,GBP,GBP,Singapore,Singapore,Cash Transfer,0
16:44:38,2026-01-10,ACC-S00813,ACC-R01801,408.02,CAD,CAD,Australia,India,Wire,0
16:46:26,2026-01-10,ACC-S01655,ACC-R01063,257.05,GBP,GBP,Australia,United Kingdom,Debit Card,0
16:49:18,2026-01-10,ACC-S01056,ACC-R00699,548.45,EUR,EUR,United States,France,Wire,0
16:51:36,2026-01-10,ACC-S00264,ACC-R00521,958.12,USD,USD,United Kingdom,France,Cheque,0
16:55:12,2026-01-10,ACC-S01702,ACC-R01704,85.42,AUD,AUD,Singapore,Brazil,Debit Card,0
16:59:12,2026-01-10,ACC-S01572,ACC-R00760,549.38,EUR,EUR,Singapore,Singapore,Debit Card,0
17:01:42,2026-01-10,ACC-S00302,ACC-R01400,1200.71,AUD,AUD,India,Brazil,ACH,0
17:05:58,2026-01-10,ACC-S00991,ACC-R01739,2413.93,USD,USD,United States,India,Debit Card,0
17:07:45,2026-01-10,ACC-S01797,ACC-R00423,222.96,EUR,CAD,India,France,Cheque,0
17:17:54,2026-01-10,ACC-S01465,ACC-R01730,1016.61,CAD,CAD,Switzerland,Germany,Debit Card,0
17:18:31,2026-01-10,ACC-S00176,ACC-R01554,960.02,JPY,JPY,Brazil,Australia,Cheque,0
17:21:11,2026-01-10,ACC-S00278,ACC-R00663,1304.54,CAD,CAD,Switzerland,Australia,Cheque,0
17:25:50,2026-01-10,ACC-S00779,ACC-R01255,206.83,AUD,AUD,Singapore,France,Wire,0
17:26:00,2026-01-10,ACC-S00059,ACC-R00980,465.62,JPY,JPY,France,Germany,ACH,0
17:29:11,2026-01-10,ACC-S01299,ACC-R01960,684.95,CAD,CAD,France,Germany,Wire,0
17:32:53,2026-01-10,ACC-S01351,ACC-R00291,1041.69,GBP,GBP,India,United Kingdom,Debit Card,0
17:39:24,2026-01-10,ACC-S01490,ACC-R00611,671.37,CAD,CAD,Australia,India,Debit Card,0
17:41:53,2026-01-10,ACC-S01214,ACC-R01447,486.4,CAD,CAD,Singapore,Canada,Cash Transfer,0
17:46:53,2026-01-10,ACC-S01258,ACC-R01847,449.32,CAD,CAD,France,Switzerland,Cheque,0
17:50:21,2026-01-10,BAD-VEL013,ACC-R01988,2154.56,AUD,AUD,Brazil,Switzerland,Wire,1
17:56:37,2026-01-10,ACC-S00863,ACC-R00103,1128.29,JPY,JPY,Canada,United Kingdom,Credit Card,0
18:00:18,2026-01-10,ACC-S00879,ACC-R01291,1492.46,EUR,EUR,United States,Germany,Debit Card,0
18:02:27,2026-01-10,ACC-S00693,ACC-R00574,297.01,USD,USD,India,France,Wire,0
18:03:36,2026-01-10,ACC-S00753,ACC-R01846,713.17,GBP,GBP,Brazil,Japan,Cash Transfer,0
18:07:51,2026-01-10,ACC-S01050,ACC-R00753,1599.37,USD,USD,Switzerland,Japan,Wire,0
18:08:01,2026-01-10,ACC-S01758,ACC-R01821,1252.95,JPY,JPY,Germany,Brazil,Wire,0
18:11:22,2026-01-10,ACC-S01564,ACC-R00425,2076.24,USD,USD,Germany,India,ACH,0
18:13:00,2026-01-10,ACC-S00185,ACC-R00519,1049.85,GBP,GBP,France,Singapore,Cash Transfer,0
18:14:30,2026-01-10,ACC-S00900,ACC-R00914,534.6,AUD,AUD,Japan,India,ACH,0
18:15:01,2026-01-10,ACC-S01530,ACC-R01946,135.72,GBP,GBP,Singapore,United Kingdom,ACH,0
18:18:42,2026-01-10,ACC-S00676,ACC-R01229,519.47,JPY,JPY,Japan,India,Wire,0
18:18:49,2026-01-10,ACC-S00114,ACC-R00349,3044.77,CAD,CAD,Germany,Brazil,Credit Card,0
18:20:39,2026-01-10,ACC-S00416,ACC-R01239,355.1,GBP,USD,Germany,Singapore,Cheque,0
18:20:54,2026-01-10,ACC-S00263,ACC-R01420,235.22,CAD,CAD,Australia,Singapore,Cash Transfer,0
18:22:23,2026-01-10,ACC-S00093,ACC-R01301,99.23,EUR,EUR,France,Germany,Debit Card,0
18:23:09,2026-01-10,ACC-S00300,ACC-R00492,479.27,USD,USD,Japan,Japan,Cheque,0
18:24:41,2026-01-10,ACC-S00636,ACC-R00939,288.35,USD,USD,Australia,Australia,Credit Card,0
18:25:53,2026-01-10,ACC-S00838,ACC-R00764,977.09,EUR,EUR,India,Japan,Credit Card,0
18:26:27,2026-01-10,BAD-VEL013,ACC-R01988,3291.15,USD,USD,Brazil,Switzerland,Wire,1
18:33:10,2026-01-10,ACC-S00100,ACC-R00444,487.3,AUD,AUD,Japan,Switzerland,Cash Transfer,0
18:36:33,2026-01-10,ACC-S01317,ACC-R01565,1680.67,CAD,CAD,Japan,India,Debit Card,0
18:37:04,2026-01-10,ACC-S00210,ACC-R00768,480.87,EUR,EUR,Singapore,Germany,Credit Card,0
18:41:53,2026-01-10,ACC-S01113,ACC-R00926,336.33,EUR,EUR,Switzerland,Germany,Wire,0
18:42:30,2026-01-10,ACC-S00056,ACC-R00736,294.66,JPY,JPY,Brazil,Germany,Cheque,0
18:43:06,2026-01-10,ACC-S00385,ACC-R00018,1289.28,GBP,GBP,India,Germany,Credit Card,0
18:43:22,2026-01-10,ACC-S00430,ACC-R00086,2187.84,GBP,GBP,Germany,Japan,Cheque,0
18:45:08,2026-01-10,ACC-S01300,ACC-R01341,1142.9,JPY,JPY,India,United Kingdom,Credit Card,0
18:47:58,2026-01-10,ACC-S01322,ACC-R00824,150.63,CAD,CAD,France,India,Debit Card,0
18:49:00,2026-01-10,ACC-S01780,ACC-R00283,366.9,JPY,JPY,Australia,Japan,Cash Transfer,0
18:50:11,2026-01-10,ACC-S00750,ACC-R01057,689.41,CAD,CAD,Japan,Japan,Debit Card,0
18:57:21,2026-01-10,ACC-S00918,ACC-R01077,166.91,JPY,JPY,Brazil,Brazil,Cash Transfer,0
18:58:52,2026-01-10,ACC-S01288,ACC-R00530,131.91,JPY,JPY,Switzerland,France,ACH,0
19:01:27,2026-01-10,ACC-S01653,ACC-R01270,900.16,GBP,GBP,Japan,United States,Cheque,0
19:02:26,2026-01-10,ACC-S01806,ACC-R01541,1885.54,USD,USD,India,India,Debit Card,0
19:02:38,2026-01-10,ACC-S01555,ACC-R01747,759.0,AUD,AUD,Australia,Switzerland,Cash Transfer,0
19:08:27,2026-01-10,ACC-S00869,ACC-R00059,2396.57,USD,USD,France,Switzerland,Credit Card,0
19:10:39,2026-01-10,ACC-S01089,ACC-R01981,1219.16,JPY,EUR,France,United States,Wire,0
19:10:50,2026-01-10,ACC-S00428,ACC-R00968,320.25,CAD,CAD,Brazil,Australia,ACH,0
19:11:30,2026-01-10,ACC-S01346,ACC-R00211,639.73,JPY,JPY,Switzerland,Japan,Cheque,0
19:22:36,2026-01-10,ACC-S01718,ACC-R00385,1126.75,USD,USD,Canada,Switzerland,Credit Card,0
19:27:39,2026-01-10,ACC-S01845,ACC-R01935,280.61,USD,USD,Brazil,Japan,Credit Card,0
19:29:55,2026-01-10,ACC-S00275,ACC-R01639,1283.47,EUR,EUR,France,United Kingdom,Debit Card,0
19:31:54,2026-01-10,ACC-S00780,ACC-R01343,50.3,JPY,JPY,Germany,Japan,Cheque,0
19:33:13,2026-01-10,ACC-S00891,ACC-R00148,967.53,AUD,AUD,Singapore,Singapore,Cash Transfer,0
19:33:39,2026-01-10,ACC-S01168,ACC-R00711,688.5,CAD,CAD,United States,France,Wire,0
19:34:47,2026-01-10,ACC-S01313,ACC-R01234,1176.81,AUD,AUD,India,India,Cash Transfer,0
19:37:16,2026-01-10,ACC-S00677,ACC-R00115,840.88,GBP,GBP,Australia,India,Wire,0
19:39:19,2026-01-10,ACC-S00676,ACC-R01477,547.29,EUR,EUR,Japan,Brazil,Cheque,0
19:40:12,2026-01-10,ACC-S01618,ACC-R01044,802.42,AUD,AUD,Canada,Germany,Cash Transfer,0
19:43:06,2026-01-10,BAD-VEL013,ACC-R01988,717.36,AUD,AUD,Brazil,Switzerland,Wire,1
19:43:30,2026-01-10,ACC-S00513,ACC-R00191,681.38,EUR,EUR,France,United Kingdom,Cash Transfer,0
19:44:01,2026-01-10,ACC-S01662,ACC-R00077,68.58,CAD,CAD,United Kingdom,United Kingdom,Cash Transfer,0
